x,y,z
0,86541,439.7
0,85958,439.6
0,86264,439.3
0,86370,439.5
0,86676,440.2
0,86668,440.1
0,86196,440.1
0,85996,441.6
0,85994,442.1
0,86897,440.8
0,86400,440.5
0,86106,440.8
0,86316,441.5
0,86221,439.4
1,0,58.39
1,0,58.66
1,0,63.53
1,0,63.41
1,0,59.39
1,0,56.83
1,0,56.73
1,0,56.43
1,0,56.09
1,0,58.9
1,0,60.46
1,0,63.59
1,0,64.49
1,0,64.7
1,0,65.31
1,0,62.62
1,0,60.98
1,0,61.07
1,0,62.21
1,0,62.14
1,0,62.03
1,0,62.5
1,0,60.4
1,0,60.26
1,0,59.77
1,0,58.89
1,0,58.77
1,0,59.16
1,0,60.39
1,0,63.02
1,6625,92.44
1,6625,93.58
1,6721,93.35
1,6817,93.31
1,6720,93.15
1,6815,93.02
1,6815,93.83
1,6813,93.56
1,6907,93.48
1,6907,93.32
1,6907,93.65
1,6907,93.86
1,6907,93.88
1,6907,93.8
1,6906,95.59
1,6810,96.3
1,6905,96.65
1,6904,96.69
1,6903,96.49
1,6903,96.42
1,6999,95.06
1,6902,94.48
1,6998,94.31
1,6998,94.27
1,6901,95.11
1,6997,95.08
1,6995,94.23
1,7091,94.12
1,6994,94.32
1,7003,92.63
1,7088,94.67
1,6896,93.52
1,6993,93.55
1,7182,96.9
1,7086,96.4
1,6894,96.22
1,6988,97.14
1,6989,97.03
1,7083,96.81
1,6986,96.7
1,7082,96.58
1,6985,95.95
1,6890,96.02
1,6985,95.97
1,6984,95.96
1,6887,96.59
1,6887,96.53
1,6982,96.54
1,6983,96.38
1,7076,97.31
1,7077,98.08
1,7171,98.11
1,6980,98.33
1,6979,95.22
1,7074,94.99
1,6977,94.97
1,7072,94.93
1,7166,94.52
1,7070,94.7
1,7070,95.44
1,13693,135.9
1,13984,135.8
1,13884,135.4
1,13884,135.2
1,13785,136.1
1,13981,135.6
1,13881,135.8
1,13685,135.4
1,13587,135.3
1,13684,135.3
1,13586,136
1,13486,135.2
1,13583,135.3
1,13485,135.1
1,13584,135
1,13775,136.4
1,13678,136.9
1,13676,136.4
1,13871,136.7
1,13870,136.2
1,13773,136.3
1,13674,136.1
1,13673,136.2
1,13770,136.1
1,13573,134.9
1,13572,134.8
1,13571,134.6
1,13667,135.1
1,13668,135
1,13668,134.9
1,13569,134.7
1,13665,134.8
1,13862,134.4
1,13859,134.4
1,13857,134.1
1,13761,136.4
1,13856,136.4
1,13855,136.1
1,13852,136
1,13658,134.7
1,13655,134.8
1,13655,134.4
1,13753,134.5
1,13655,134.2
1,13557,133.5
1,13654,133.1
1,13650,133.2
1,13650,134.2
1,13745,134.5
1,13747,134.3
1,13845,134.2
1,13747,133.9
1,13554,134.6
1,13843,135.2
1,13646,134.6
1,13643,134.3
1,13644,134.3
1,13741,134.1
1,13740,133.3
1,13647,133.3
1,13644,134.2
1,13548,134.1
1,13739,134.1
1,13642,133.9
1,13640,134.7
1,13639,135.8
1,13640,135.3
1,13442,133.6
1,13540,133.3
1,13636,133.9
1,13733,134.8
1,13536,134.8
1,13828,134.4
1,13828,134.1
1,13729,133.8
1,13630,135.5
1,13824,137.1
1,13824,137.3
1,13821,137.1
1,13822,136.7
1,13722,136.7
1,13623,136.4
1,13721,136.3
1,13720,136.1
1,13426,136.7
1,13524,136.7
1,13620,136.6
1,13717,135.6
1,13522,135.7
1,13424,135.3
1,13519,134.9
1,13423,135.1
1,13423,134.8
1,13713,134.6
1,13615,134.6
1,13613,134.7
1,13807,134.7
1,13612,134.4
1,13610,134.4
1,13707,134.2
1,13706,134
1,13705,134.3
1,13706,134.1
1,13703,134.6
1,13606,135.3
1,13508,135.5
1,13507,135.3
1,13508,135.2
1,13700,135.3
1,13604,135.1
1,13407,135
1,13697,133.8
1,13600,133.3
1,13501,133.3
1,13695,133.2
1,13694,132.8
1,13693,132.5
1,13498,133.3
1,13788,133.6
1,13593,134
1,13688,133.9
1,13786,134.1
1,13785,133.7
